Model,Group,Language,Question ID,Formulation,Choice Set
qwen,Tibetans,en,question8,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question7,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question7,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question6,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question6,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question5,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question5,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question4,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question4,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question3,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question3,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question2,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question2,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question15,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question15,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question14,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question14,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question13,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question13,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question12,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question12,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question11,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question11,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question10,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question10,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,question1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question1,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,question1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,question1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,question1,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question9,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question9,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question8,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question8,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question7,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question7,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question6,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question6,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question5,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question5,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question4,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question4,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question3,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question3,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question2,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question2,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question15,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question15,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question14,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question14,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question13,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question13,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question12,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question12,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question11,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question11,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question10,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question10,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,question1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question1,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,question1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,question1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,question1,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question9,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question9,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question8,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question8,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question7,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question7,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question6,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question6,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question5,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question5,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question4,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question4,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question3,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question3,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question2,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question2,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question15,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question15,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question14,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question14,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question13,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question13,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question12,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question12,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,question11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question11,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,question11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,question11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,question11,formulation1,"['1', '2', '3', '4']"
