Source Model,Language,Group,Choice Set,Type,Scorer Model 1,Scorer Model 2,Krippendorff Alpha,Num_Texts,Num_Scorers
qwen,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.06891620059335724,60,
qwen,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,gemini,gpt,0.0026834021414685605,60,
qwen,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.03982849226686802,60,
qwen,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.0021172619529941095,60,
qwen,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.22575863607001134,60,
qwen,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.13213964360702213,57,
qwen,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.019652473752830524,60,
qwen,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,0.004424894957983039,57,
qwen,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.5062676553672316,60,
qwen,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.38509893822393826,57,
qwen,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,-0.007198992229651369,60,
qwen,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.008752511013245035,60,
qwen,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.01946720168561944,60,
qwen,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,-0.002125358696403179,60,
qwen,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,-0.000774134058435294,60,
qwen,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,-0.005148542144434165,60,
qwen,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.06798183677055536,60,
qwen,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.06444658050659702,60,
qwen,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.48145289742066977,60,
qwen,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.0076511987458520725,60,
qwen,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.09141373146047294,60,
qwen,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.12077741237316253,60,
qwen,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.4263273336896217,60,
qwen,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.12151719232085645,57,
qwen,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.01626553067760872,60,
qwen,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,0.06539994233492696,57,
qwen,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.6756965112619702,60,
qwen,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.2466183749577222,57,
qwen,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,-0.006325882597068899,60,
qwen,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.03699793334531032,60,
qwen,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.01553424796473235,60,
qwen,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,0.06071915284521645,60,
qwen,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.003524792653969433,60,
qwen,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.13190525039382017,60,
qwen,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.038790018415062466,60,
qwen,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.1141637384767279,60,
qwen,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.3838532711045608,60,
qwen,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gemini,gpt,0.0066579295233957225,60,
qwen,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.09508015872842057,60,
qwen,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.019557608029016182,60,
qwen,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.05927616072496511,60,
qwen,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,-0.007721539752550299,59,
qwen,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.07320360008846294,60,
qwen,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,0.04638203871915325,59,
qwen,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.2862982503251351,60,
qwen,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.11598491365629326,59,
qwen,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,0.08863380409363497,60,
qwen,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.12014216854579884,60,
qwen,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.14393531470134568,60,
qwen,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,-0.007658899372657624,60,
qwen,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,-0.0002922246476919632,60,
qwen,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,-0.0037744931022081207,60,
qwen,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.1972438160223312,60,
qwen,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.2276763480087437,60,
qwen,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.35911639483250635,60,
qwen,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gemini,gpt,0.003799642781154078,60,
qwen,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gemini,qwen,-0.004073812806297372,60,
qwen,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gpt,qwen,-0.0035899669324701566,60,
qwen,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,-0.00625855401331421,60,
qwen,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.002992942088277717,59,
qwen,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.10570322463408999,60,
qwen,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,0.011216758685136607,59,
qwen,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.15537790579178046,60,
qwen,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.024680405963281582,59,
qwen,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,-0.0026933561523689864,60,
qwen,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.03246574207129649,60,
qwen,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.04887548138299014,60,
qwen,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.06870276166261913,60,
qwen,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.0850888805752178,60,
qwen,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,-0.004678743198900603,60,
qwen,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.01738374619730554,60,
qwen,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.11361590217706052,60,
qwen,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.10340549998694204,60,
qwen,en,Catalans,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.0453275032123297,60,
qwen,en,Catalans,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.03651939533911697,60,
qwen,en,Catalans,"(A,B,C,D) (en)",Pairwise,gpt,qwen,-0.007064673144524969,60,
qwen,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.0830385431726599,60,
qwen,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,-0.007383742731646548,60,
qwen,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.21542041068313433,60,
qwen,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.10340549998694204,60,
qwen,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.5149109633125939,60,
qwen,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.2056693613737255,60,
qwen,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,-0.008063193868278695,60,
qwen,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.11552323549159971,60,
qwen,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.24808271364953383,60,
qwen,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.1076707228354924,60,
qwen,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.2569300508902226,60,
qwen,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.051803695698380614,60,
qwen,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.024671849114311417,60,
qwen,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.07041386526236926,60,
qwen,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.2344463546760185,60,
qwen,en,Kurds,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.003660380813771069,60,
qwen,en,Kurds,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.10381529688111102,60,
qwen,en,Kurds,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.03870083872569252,60,
qwen,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,-0.00847089167280779,60,
qwen,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.009289687648811995,60,
qwen,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.4274447306275846,60,
qwen,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.009290427087037312,60,
qwen,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.42745098898039835,60,
qwen,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.3611473272490222,60,
qwen,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.04198366041586399,60,
qwen,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.2960205226384125,60,
qwen,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.15093837262159893,60,
qwen,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.07218700879946727,60,
qwen,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.016428355265630468,60,
qwen,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,-0.0058692434676388405,60,
qwen,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.000657322903085622,60,
qwen,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.13936801284499245,60,
qwen,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.1719508793369109,60,
qwen,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.08838586650261648,60,
qwen,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.11608734928894882,60,
qwen,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gpt,qwen,-0.007577202194758215,60,
qwen,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.002366438695609263,60,
qwen,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.08503096479791405,60,
qwen,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.35121717915372463,60,
qwen,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.04194915254237286,60,
qwen,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.290736312211867,60,
qwen,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.1179071481208549,60,
qwen,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.09327640163940809,60,
qwen,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.057997029687811064,60,
qwen,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.269723583068915,60,
qwen,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.024132893924222687,60,
qwen,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.003963582699933577,60,
qwen,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.26208185369398673,60,
qwen,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.2569134701159679,60,
qwen,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.278872684272763,60,
qwen,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.783583026424061,60,
qwen,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gemini,gpt,-0.003660099719343224,60,
qwen,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.007342540198379877,60,
qwen,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.03198167518137418,60,
qwen,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.053969669937555476,60,
qwen,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.03537214443625625,60,
qwen,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.903954802259887,60,
qwen,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,-0.00329692720592778,60,
qwen,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.49062293486394914,60,
qwen,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.7498444599460794,60,
qwen,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.07650546974036343,60,
qwen,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.20446178220189526,60,
qwen,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.14426004382556612,60,
qwen,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,-0.0046644888512918925,60,
qwen,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,-0.006135361264564931,60,
qwen,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,-3.0759325979623497e-06,60,
qwen,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,-0.008474576271186418,60,
qwen,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.10185422657829457,60,
qwen,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.07934070236561819,60,
qwen,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.10185422657829457,60,
qwen,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.07934070236561819,60,
qwen,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gpt,qwen,-0.003034259815234419,60,
qwen,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,-0.004488510752328256,60,
qwen,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.03837661895656597,60,
qwen,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.40341850388683576,60,
qwen,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.01708288009903669,60,
qwen,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.37748091128015626,60,
qwen,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.2656166719965888,60,
qwen,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.08476340510397351,60,
qwen,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.09385844034996393,60,
qwen,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.1458960225880256,57,
qwen,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,-0.004212565348221453,60,
qwen,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,-0.007787702802342755,57,
qwen,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.0015830269745897851,57,
qwen,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.09029541469634983,60,
qwen,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.11472654793656245,60,
qwen,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.3348505123573381,57,
qwen,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gemini,gpt,-0.0073417203641199524,60,
qwen,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.01283512312277435,57,
qwen,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.04165738286729459,57,
qwen,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.10852890789227765,60,
qwen,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.03083093046420393,60,
qwen,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.36940713691461624,57,
qwen,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.02902369348005851,60,
qwen,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.020534165626435064,57,
qwen,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.18025990538726944,57,
